,outputs
151,"{'ID': 152, 'name': 'Divina', 'address': 'Нововладыкинский пр., 8, стр. 5, Москва', 'website': 'www.divina-mebel.ru', 'opening_hours': {'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/divina/169857601722/?ll=37.574929%2C55.851429&z=13', 'goods': None, 'rating': '4,4', 'reviews': None, 'phone': ['+7 (495) 221-88-45Показать телефон'], 'social': []}"
152,"{'ID': 153, 'name': 'Maison Esve', 'address': 'ул. 26 Бакинских Комиссаров, 7, корп. 6, Москва', 'website': '', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/maison_esve/70077812839/?ll=37.484667%2C55.655493&z=16', 'goods': None, 'rating': '', 'reviews': None, 'phone': [], 'social': []}"
153,"{'ID': 154, 'name': 'Сферон', 'address': 'Рябиновая ул., 26, стр. 1, Москва', 'website': '', 'opening_hours': {'mon': '09:30-18:00', 'tue': '09:30-18:00', 'wed': '09:30-18:00', 'thu': '09:30-18:00', 'fri': '09:30-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/sferon/202126182927/?ll=37.423081%2C55.695164&z=13', 'goods': None, 'rating': '4,3', 'reviews': None, 'phone': ['+7 (495) 212-05-35Показать телефон'], 'social': ['http://vk.com/sferonru']}"
154,"{'ID': 155, 'name': 'Nobel', 'address': 'Москва, поселение Московский, Киевское шоссе, 22-й километр, 4с5кЕ', 'website': 'nobel-shop.com', 'opening_hours': {'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': '09:00-18:00', 'sun': '09:00-18:00'}, 'ypage': 'https://yandex.ru/maps/org/nobel/174716679030/?ll=37.434801%2C55.637627&z=14', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (905) 743-40-45Показать телефон'], 'social': []}"
155,"{'ID': 156, 'name': 'Шоу-рум Premium Wellness', 'address': 'Ходынский бул., 20А, Москва', 'website': 'premiumwellness.ru', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/shou_rum_premium_wellness/133391225396/?ll=37.523214%2C55.790782&z=16', 'goods': None, 'rating': '4,4', 'reviews': None, 'phone': ['+7 (495) 925-26-33Показать телефон'], 'social': ['https://t.me/PremiumWellness', 'https://vk.com/premiumwellness', 'https://www.youtube.com/channel/UCAik3JvGgEevamzfO5f03jQ']}"
156,"{'ID': 157, 'name': 'Moda 495', 'address': 'ул. Покровка, 1/13/6с2, Москва', 'website': '', 'opening_hours': {'mon': '12:00-21:00', 'tue': '12:00-21:00', 'wed': '12:00-21:00', 'thu': '12:00-21:00', 'fri': '12:00-21:00', 'sat': '12:00-21:00', 'sun': '12:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/moda_495/58453124377/?ll=37.639374%2C55.758591&z=15', 'goods': None, 'rating': '4,1', 'reviews': None, 'phone': ['+7 (916) 482-88-80Показать телефон'], 'social': []}"
157,"{'ID': 158, 'name': ""A'Kate"", 'address': 'Нагатинская ул., 29, корп. 4, Москва', 'website': 'akate.ru', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/a_kate/90829180232/?ll=37.658175%2C55.679114&z=14', 'goods': None, 'rating': '4,0', 'reviews': None, 'phone': ['+7 (962) 921-44-71Показать телефон'], 'social': ['https://ok.ru/akate.brand', 'https://vk.com/akate.brand', 'https://www.youtube.com/channel/UCwkGYUDHDSqUosz66qUD9YQ?reload=9&view_as=subscriber']}"
158,"{'ID': 159, 'name': 'Misha Combearzon - зимние комбинезоны для всей семьи', 'address': 'ул. Правды, 24, стр. 3, Москва', 'website': 'combearzon.com', 'opening_hours': {'mon': 'выходной', 'tue': '11:00-19:00', 'wed': '11:00-19:00', 'thu': '11:00-19:00', 'fri': '11:00-19:00', 'sat': '11:00-19:00', 'sun': '11:00-19:00'}, 'ypage': 'https://yandex.ru/maps/org/misha_combearzon_zimniye_kombinezony_dlya_vsey_semyi/217711885609/?ll=37.583295%2C55.788305&z=14', 'goods': None, 'rating': '5,0', 'reviews': None, 'phone': ['+7 (926) 130-18-33Показать телефон'], 'social': ['https://vk.com/combearzon']}"
159,"{'ID': 160, 'name': 'Filial Medical Uniforms', 'address': 'Басманный пер., 7, Москва', 'website': 'www.flll.ru', 'opening_hours': {'mon': 'выходной', 'tue': 'выходной', 'wed': '13:00-20:00', 'thu': '13:00-20:00', 'fri': '13:00-20:00', 'sat': '13:00-20:00', 'sun': '13:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/filial_medical_uniforms/163524895103/?ll=37.658855%2C55.771135&z=13', 'goods': None, 'rating': '4,4', 'reviews': None, 'phone': ['+7 (926) 531-52-32Показать телефон'], 'social': ['https://t.me/filial_medical_uniforms', 'https://vk.com/filial.flll']}"
160,"{'ID': 161, 'name': 'Льняная лавка Lidiya Tord', 'address': 'Малый Трёхсвятительский пер., 10, Москва', 'website': '', 'opening_hours': {'mon': '11:00-21:00', 'tue': '11:00-21:00', 'wed': '11:00-21:00', 'thu': '11:00-21:00', 'fri': '11:00-21:00', 'sat': '11:00-21:00', 'sun': '11:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/lnyanaya_lavka_lidiya_tord/240938743726/?ll=37.646767%2C55.754248&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (926) 786-17-53Показать телефон'], 'social': ['https://wa.me/89267861753']}"
161,"{'ID': 162, 'name': 'R Interior', 'address': 'Усачёва ул., 22, Москва', 'website': 'www.r-interior.ru', 'opening_hours': {'mon': '11:30-18:30', 'tue': '11:30-18:30', 'wed': '11:30-18:30', 'thu': '11:30-18:30', 'fri': '11:30-18:30', 'sat': '12:00-16:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/r_interior/29531202647/?ll=37.569951%2C55.727600&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (916) 633-03-10Показать телефон'], 'social': ['https://vk.com/r_interior_official/']}"
162,"{'ID': 163, 'name': 'Make-Up RooM', 'address': 'Старопетровский пр., 1, стр. 2, Москва', 'website': 'make-up-room.ru', 'opening_hours': {'mon': '09:00-22:00', 'tue': '09:00-22:00', 'wed': '09:00-22:00', 'thu': '09:00-22:00', 'fri': '09:00-22:00', 'sat': '10:00-22:00', 'sun': '10:00-22:00'}, 'ypage': 'https://yandex.ru/maps/org/make_up_room/21318343678/?ll=37.500944%2C55.823687&z=13', 'goods': None, 'rating': '4,3', 'reviews': None, 'phone': ['8 (800) 350-31-53Показать телефон'], 'social': ['https://vk.com/makeup_room_store', 'https://wa.me/79779119330']}"
163,"{'ID': 164, 'name': 'Кадо', 'address': 'Саввинская наб., 23, стр. 1, Москва', 'website': 'www.kado.ru', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/kado/211652123152/?ll=37.559917%2C55.731427&z=14', 'goods': None, 'rating': '4,7', 'reviews': None, 'phone': ['+7 (495) 646-06-86Показать телефон'], 'social': ['http://youtube.com/user/KADODDC']}"
164,"{'ID': 165, 'name': 'Lighting Icons', 'address': 'Люсиновская ул., 55, Москва', 'website': 'www.lightingicons.com', 'opening_hours': {'mon': '11:00-19:00', 'tue': '11:00-19:00', 'wed': '11:00-19:00', 'thu': '11:00-19:00', 'fri': '11:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/lighting_icons/23259343568/?ll=37.623004%2C55.717157&z=13', 'goods': None, 'rating': '4,2', 'reviews': None, 'phone': ['+7 (926) 680-19-03Показать телефон'], 'social': ['https://wa.me/79161884880']}"
165,"{'ID': 166, 'name': 'MarkThomas', 'address': 'Волгоградский просп., 32, корп. 8, Москва', 'website': 'markthomas.ru', 'opening_hours': {'mon': '10:00-20:00', 'tue': '10:00-20:00', 'wed': '10:00-20:00', 'thu': '10:00-20:00', 'fri': '10:00-20:00', 'sat': '10:00-18:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/markthomas/46407632870/?ll=37.689694%2C55.723667&z=14', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (495) 297-97-97Показать телефон'], 'social': ['https://vk.com/public179532989', 'https://wa.me/79267404659']}"
166,"{'ID': 167, 'name': 'Товары для аэробики, чирлидинга и танцев', 'address': 'Локомотивный пр., 21, стр. 5, Москва', 'website': 'vvvv.su', 'opening_hours': {'mon': '10:00-20:00', 'tue': '10:00-20:00', 'wed': '10:00-20:00', 'thu': '10:00-20:00', 'fri': '10:00-20:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/tovary_dlya_aerobiki_chirlidinga_i_tantsev/197407846107/?ll=37.572899%2C55.844733&z=13', 'goods': None, 'rating': '4,4', 'reviews': None, 'phone': ['+7 (925) 678-10-78Показать телефон'], 'social': ['https://t.me/for_aerobics', 'https://viber.click/79256781078', 'https://vk.com/for_aerobics', 'https://wa.me/79256781078']}"
167,"{'ID': 168, 'name': 'Инженерная Сантехника TECE', 'address': 'ул. Гурьянова, 30, Москва', 'website': 'tece-market.ru', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': '10:00-17:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/inzhenernaya_santekhnika_tece/1632788017/?ll=37.715735%2C55.681047&z=13', 'goods': None, 'rating': '4,8', 'reviews': None, 'phone': ['8 (800) 550-41-06Показать телефон'], 'social': ['https://wa.me/79263176754']}"
168,"{'ID': 169, 'name': 'Maison Kaleidoscope', 'address': 'ул. Петровка, 19, стр. 1, Москва', 'website': 'maisonkaleidoscope.ru', 'opening_hours': {'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-20:00', 'sun': '11:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/maison_kaleidoscope/23178068192/?ll=37.616095%2C55.765067&z=15', 'goods': None, 'rating': '4,6', 'reviews': None, 'phone': ['+7 (916) 181-80-35Показать телефон'], 'social': ['http://vk.com/maisonkaleidoscope', 'http://youtube.com/channel/UCGroSQ1txn7DAght03AQYIA', 'https://t.me/maisonkaleidoscope', 'https://viber.click/79161818035', 'https://wa.me/79161818035']}"
169,"{'ID': 170, 'name': 'Шоу-рум производителя Опадирис Смайл', 'address': 'Нахимовский просп., 24, стр. 1, Москва', 'website': 'www.opadiris.ru', 'opening_hours': {'mon': '10:00-20:00', 'tue': '10:00-20:00', 'wed': '10:00-20:00', 'thu': '10:00-20:00', 'fri': '10:00-20:00', 'sat': '10:00-20:00', 'sun': '10:00-19:00'}, 'ypage': 'https://yandex.ru/maps/org/shou_rum_proizvoditelya_opadiris_smayl/1154466628/?ll=37.584669%2C55.671910&z=15', 'goods': None, 'rating': '4,0', 'reviews': None, 'phone': ['8 (800) 700-42-43Показать телефон'], 'social': ['https://vk.com/opadiris']}"
170,"{'ID': 171, 'name': 'Mauricewatch.ru', 'address': 'Саввинская наб., 19, Москва', 'website': '', 'opening_hours': {'mon': '11:00-19:00', 'tue': '11:00-19:00', 'wed': '11:00-19:00', 'thu': '11:00-19:00', 'fri': '11:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/mauricewatch_ru/217496592633/?ll=37.564799%2C55.734293&z=13', 'goods': None, 'rating': '3,6', 'reviews': None, 'phone': ['+7 (495) 763-72-72Показать телефон'], 'social': ['http://vk.com/mauricewatch', 'http://youtube.com/mauricewatch']}"
171,"{'ID': 172, 'name': 'SetTrua', 'address': 'Складочная ул., 1, стр. 13, Москва', 'website': '', 'opening_hours': {'mon': '12:00-21:00', 'tue': '12:00-21:00', 'wed': '12:00-21:00', 'thu': '12:00-21:00', 'fri': '12:00-21:00', 'sat': '12:00-21:00', 'sun': '12:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/settrua/115883208057/?ll=37.592784%2C55.803260&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (985) 918-24-94Показать телефон'], 'social': []}"
172,"{'ID': 173, 'name': 'Фирменный магазин Valera Swiss - swisshair.ru', 'address': 'Павловская ул., 27, стр. 6, Москва', 'website': 'swisshair.ru', 'opening_hours': {'mon': '09:00-20:00', 'tue': '09:00-20:00', 'wed': '09:00-20:00', 'thu': '09:00-20:00', 'fri': '09:00-20:00', 'sat': '10:00-18:00', 'sun': '10:00-18:00'}, 'ypage': 'https://yandex.ru/maps/org/firmenny_magazin_valera_swiss_swisshair_ru/190957836952/?ll=37.629323%2C55.712181&z=13', 'goods': None, 'rating': '4,2', 'reviews': None, 'phone': ['8 (800) 333-43-84Показать телефон'], 'social': ['https://t.me/proonly_ru', 'https://vk.com/proonly_ru']}"
173,"{'ID': 174, 'name': 'Sveto-Store.ru', 'address': 'Волоколамское ш., 6, Москва', 'website': 'sveto-store.ru', 'opening_hours': {'mon': '10:00-20:00', 'tue': '10:00-20:00', 'wed': '10:00-20:00', 'thu': '10:00-20:00', 'fri': '10:00-20:00', 'sat': '10:00-20:00', 'sun': '10:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/sveto_store_ru/168806550282/?ll=37.501160%2C55.808206&z=13', 'goods': None, 'rating': '4,1', 'reviews': None, 'phone': ['+7 (495) 266-62-32Показать телефон'], 'social': ['http://ok.ru/group/58105158893610', 'http://vk.com/club131960475', 'http://youtube.com/channel/UC1NwM0ypSGPkg5rPWMOgOng']}"
174,"{'ID': 175, 'name': 'ClickDress.ru магазин одежды', 'address': 'ул. Сергия Радонежского, 15-17с28, Москва', 'website': '', 'opening_hours': {'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/clickdress_ru_magazin_odezhdy/5890651223/?ll=37.677291%2C55.748015&z=13', 'goods': None, 'rating': '4,2', 'reviews': None, 'phone': ['+7 (495) 201-70-02Показать телефон'], 'social': ['https://wa.me/74952017002']}"
175,"{'ID': 176, 'name': 'Rendez-vous оптовый магазин', 'address': 'Ясный пр., 26, корп. 1, Москва', 'website': 'www.rendez-vous.ru', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/rendez_vous_optovy_magazin/92937939503/?ll=37.622357%2C55.874976&z=13', 'goods': None, 'rating': '3,4', 'reviews': None, 'phone': ['8 (800) 700-88-66Показать телефон'], 'social': ['https://ok.ru/rendezvous', 'https://vk.com/rendezvousrussia', 'https://www.youtube.com/rendezvousrussia/']}"
176,"{'ID': 177, 'name': 'Стандарт-ойл', 'address': 'Автомобильный пр., вл1с1, торгово-промышленная зона Алтуфьево, посёлок Вёшки', 'website': 'www.std-shell.ru', 'opening_hours': {'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/standart_oyl/1038410881/?ll=37.589258%2C55.914696&z=16', 'goods': None, 'rating': '4,7', 'reviews': None, 'phone': ['+7 (495) 118-22-72Показать телефон'], 'social': ['http://vk.com/std_shell']}"
177,"{'ID': 178, 'name': 'Аэрографы, компрессоры, аэрография', 'address': 'Волгоградский просп., 32, корп. 8, Москва', 'website': 'hobbyplus.ru', 'opening_hours': {'mon': '12:00-20:00', 'tue': '12:00-20:00', 'wed': '12:00-20:00', 'thu': '12:00-20:00', 'fri': '12:00-20:00', 'sat': '12:00-18:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/aerografy_kompressory_aerografiya/147071194407/?ll=37.688567%2C55.723896&z=16', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (916) 910-50-95Показать телефон'], 'social': ['https://vk.com/public157126565']}"
178,"{'ID': 179, 'name': 'Медвежонки.ру', 'address': 'Электродная ул., 2, стр. 29, Москва', 'website': 'medvejonki.ru', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': '11:00-18:00', 'sun': '11:00-18:00'}, 'ypage': 'https://yandex.ru/maps/org/medvezhonki_ru/64207362470/?ll=37.752122%2C55.753651&z=16', 'goods': None, 'rating': '4,5', 'reviews': None, 'phone': ['+7 (495) 230-15-06Показать телефон'], 'social': ['http://youtube.com/channel/UCsH47I9rWQV-10j6XDPUQKw']}"
179,"{'ID': 180, 'name': 'Vishco.ru', 'address': '1-й Нагатинский пр., 2, Москва', 'website': 'www.vishco.ru', 'opening_hours': {'mon': '09:00-21:00', 'tue': '09:00-21:00', 'wed': '09:00-21:00', 'thu': '09:00-21:00', 'fri': '09:00-21:00', 'sat': '09:00-21:00', 'sun': '09:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/vishco_ru/1246038793/?ll=37.632987%2C55.682239&z=13', 'goods': None, 'rating': '4,1', 'reviews': None, 'phone': ['8 (800) 333-47-02Показать телефон'], 'social': ['https://ok.ru/vishco', 'https://vk.com/vishco', 'https://www.youtube.com/channel/UCd6hq1sv_vXgD4uE2DUtZKA']}"
180,"{'ID': 181, 'name': 'Шарик Дог', 'address': 'Большая Новодмитровская ул., 36, стр. 2, Москва', 'website': 'sharik-dog.com', 'opening_hours': {'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-20:00', 'sun': '11:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/sharik_dog/147918520738/?ll=37.585547%2C55.805301&z=13', 'goods': None, 'rating': '5,0', 'reviews': None, 'phone': ['+7 (926) 628-73-72Показать телефон'], 'social': ['https://t.me/sharikdogcom', 'https://wa.me/79266287372']}"
181,"{'ID': 182, 'name': 'Kayaksport', 'address': 'Ильменский пр., 9, Москва', 'website': 'kayaksport.ru', 'opening_hours': {'mon': '09:00-20:00', 'tue': '09:00-20:00', 'wed': '09:00-20:00', 'thu': '09:00-20:00', 'fri': '09:00-20:00', 'sat': '09:00-20:00', 'sun': '09:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/kayaksport/62532234738/?ll=37.546309%2C55.857917&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (985) 136-83-96Показать телефон'], 'social': []}"
182,"{'ID': 183, 'name': 'BeybladeMag', 'address': 'Кантемировская ул., 59А, Москва', 'website': 'beyblademag.ru', 'opening_hours': {'mon': '10:00-21:00', 'tue': '10:00-21:00', 'wed': '10:00-21:00', 'thu': '10:00-21:00', 'fri': '10:00-21:00', 'sat': '10:00-21:00', 'sun': '10:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/beyblademag/94142442287/?ll=37.644495%2C55.636600&z=16', 'goods': None, 'rating': '3,6', 'reviews': None, 'phone': ['8 (800) 550-14-72Показать телефон'], 'social': []}"
183,"{'ID': 184, 'name': 'Mr. Mattress', 'address': 'Подколокольный пер., 6, стр. 3, Москва', 'website': 'mrmattress.ru', 'opening_hours': {'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-20:00', 'sun': '11:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/mr_mattress/223816136794/?ll=37.641180%2C55.752769&z=16', 'goods': None, 'rating': '4,7', 'reviews': None, 'phone': ['8 (800) 700-49-44Показать телефон'], 'social': ['https://vk.com/club56198367', 'https://www.youtube.com/user/shopmb']}"
184,"{'ID': 185, 'name': 'Камбукка', 'address': 'ул. Зорге, 7Г, стр. 1, Москва', 'website': 'kambukka.ru', 'opening_hours': {'mon': '09:00-21:00', 'tue': '09:00-21:00', 'wed': '09:00-21:00', 'thu': '09:00-21:00', 'fri': '09:00-21:00', 'sat': '09:00-21:00', 'sun': '09:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/kambukka/180002914656/?ll=37.508256%2C55.781104&z=13', 'goods': None, 'rating': '4,2', 'reviews': None, 'phone': ['+7 (499) 229-51-51Показать телефон'], 'social': ['https://www.youtube.com/channel/UCfiddhBBekeBIW-nwakmAjw']}"
185,"{'ID': 186, 'name': 'Casio', 'address': 'Бутырская ул., 77, Москва', 'website': 'musicstore.casio.ru', 'opening_hours': {'mon': '11:00-14:00,15:00-20:00', 'tue': '11:00-14:00,15:00-20:00', 'wed': '11:00-14:00,15:00-20:00', 'thu': '11:00-14:00,15:00-20:00', 'fri': '11:00-14:00,15:00-20:00', 'sat': '11:00-14:00,15:00-20:00', 'sun': '11:00-14:00,15:00-20:00'}, 'ypage': 'https://yandex.ru/maps/org/casio/159044703672/?ll=37.582269%2C55.804116&z=13', 'goods': None, 'rating': '4,1', 'reviews': None, 'phone': [], 'social': ['https://vk.com/casio_music', 'https://www.youtube.com/channel/UC1tCS4plflFMxTdgeLNAFjA']}"
186,"{'ID': 187, 'name': 'Модный дом Юлии Синдревич', 'address': '1-й Грайвороновский пр., 7А, корп. 2, Москва', 'website': 'juliasindrevich.ru', 'opening_hours': {'mon': '13:00-23:00', 'tue': '13:00-23:00', 'wed': '13:00-23:00', 'thu': '13:00-23:00', 'fri': '13:00-23:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/modny_dom_yulii_sindrevich/223184808364/?ll=37.722962%2C55.721118&z=16', 'goods': None, 'rating': '4,2', 'reviews': None, 'phone': ['+7 (916) 544-44-44Показать телефон'], 'social': ['http://vk.com/juliasindrevich', 'https://www.youtube.com/user/JuliaSIndrevich']}"
187,"{'ID': 188, 'name': 'Официальный сайт Agm', 'address': 'Электродная ул., 2, стр. 34, Москва', 'website': 'agm-mobile.ru', 'opening_hours': {'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-19:00', 'sun': '11:00-19:00'}, 'ypage': 'https://yandex.ru/maps/org/ofitsialny_sayt_agm/136421089360/?ll=37.751385%2C55.754466&z=16', 'goods': None, 'rating': '5,0', 'reviews': None, 'phone': ['+7 (495) 145-38-01Показать телефон'], 'social': ['https://vk.com/agm_smartphone', 'https://www.youtube.com/channel/UCxLSJXpaljTlAcMuuc3z-Yg']}"
188,"{'ID': 189, 'name': 'Китайки', 'address': 'Авиамоторная ул., 47, Москва', 'website': 'kitaiki.ru', 'opening_hours': {'mon': '10:00-18:30', 'tue': '10:00-18:30', 'wed': '10:00-18:30', 'thu': '10:00-18:30', 'fri': '10:00-18:30', 'sat': '11:00-15:30', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/kitayki/205271473573/?ll=37.718489%2C55.750211&z=14', 'goods': None, 'rating': '4,8', 'reviews': None, 'phone': ['+7 (967) 225-35-09Показать телефон'], 'social': ['https://viber.click/79672253509', 'https://wa.me/79672253509', 'https://www.youtube.com/c/KitaikiRu/videos']}"
189,"{'ID': 190, 'name': 'Старинный Дворик', 'address': 'ул. Вавилова, 7, Москва', 'website': 'www.starinnyy-dvorik.ru', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': '10:00-16:00', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/starinny_dvorik/1654962567/?ll=37.585544%2C55.704892&z=14', 'goods': None, 'rating': '4,3', 'reviews': None, 'phone': ['+7 (495) 773-00-97Показать телефон'], 'social': []}"
190,"{'ID': 191, 'name': 'Автохолодильники', 'address': 'Электродная ул., 11, стр. 8, Москва', 'website': 'avtoholodilnik.su', 'opening_hours': {'mon': '09:00-21:00', 'tue': '09:00-21:00', 'wed': '09:00-21:00', 'thu': '09:00-21:00', 'fri': '09:00-21:00', 'sat': '09:00-21:00', 'sun': '09:00-21:00'}, 'ypage': 'https://yandex.ru/maps/org/avtokholodilniki/94394153218/?ll=37.758932%2C55.752014&z=16', 'goods': None, 'rating': '4,2', 'reviews': None, 'phone': ['+7 (499) 490-14-32Показать телефон'], 'social': ['https://wa.me/79254881602']}"
191,"{'ID': 192, 'name': 'Telt', 'address': 'Московская область, Одинцовский городской округ, деревня Жуковка', 'website': '', 'opening_hours': {'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-19:00', 'sat': '10:00-19:00', 'sun': '10:00-19:00'}, 'ypage': 'https://yandex.ru/maps/org/telt/115704511558/?ll=37.239682%2C55.733279&z=13', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['+7 (913) 487-96-26Показать телефон'], 'social': []}"
192,"{'ID': 193, 'name': 'Триумф Норд Рус', 'address': 'Угрешская ул., 2, стр. 50, Москва', 'website': 'triumphnord.ru', 'opening_hours': {'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': '11:00-17:00', 'sun': '11:00-17:00'}, 'ypage': 'https://yandex.ru/maps/org/triumf_nord_rus/230721457837/?ll=37.688297%2C55.711417&z=13', 'goods': None, 'rating': '4,8', 'reviews': None, 'phone': ['+7 (495) 259-24-04Показать телефон'], 'social': ['http://youtube.com/channel/UCj5yxDjy9QnI8ekJsNcrHIw']}"
193,"{'ID': 194, 'name': 'Me & We', 'address': 'Олимпийский просп., 29, стр. 2, Мытищи', 'website': 'www.meandwe.ru', 'opening_hours': {'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': 'выходной', 'sun': 'выходной'}, 'ypage': 'https://yandex.ru/maps/org/me_we/243554640358/?ll=37.751053%2C55.930494&z=16', 'goods': None, 'rating': '', 'reviews': None, 'phone': ['8 (800) 250-67-88Показать телефон'], 'social': []}"
